CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
1	17018880	17018959	SDHB	1578.94	1484.81028027211	1492.65599528936	1168.180875	1.06339511584648	1.05780568663037	1.35162288117412
1	17022607	17022731	SDHB	601.76	1484.81028027211	1492.65599528936	1168.180875	0.405277366405169	0.403147143011571	0.515125707737682
1	17023972	17024075	SDHB	1325.12	1484.81028027211	1492.65599528936	1168.180875	0.892450717513324	0.887759808141938	1.13434488473371
1	17027748	17027866	SDHB	1505.24	1484.81028027211	1492.65599528936	1168.180875	1.01375914485462	1.00843061278041	1.28853333607264
1	17028599	17028737	SDHB	1750.15	1484.81028027211	1492.65599528936	1168.180875	1.17870277654548	1.17250726592279	1.49818408900077
1	17033059	17033146	SDHB	1011.06	1484.81028027211	1492.65599528936	1168.180875	0.680935479389807	0.677356338761764	0.865499531483085
1	17044760	17044889	SDHB	845.069	1484.81028027211	1492.65599528936	1168.180875	0.569142745863218	0.566151211442511	0.723405953722706
1	17053947	17054020	SDHB	728.108	1484.81028027211	1492.65599528936	1168.180875	0.490371066037182	0.487793572194677	0.623283616075293
1	45329305	45329438	MUTYH	961.463	1484.81028027211	1492.65599528936	1107.572625	0.647532558721107	0.644128990895596	0.868081224019057
1	45330515	45330558	MUTYH	1118.75	1484.81028027211	1492.65599528936	1107.572625	0.753463263868956	0.749502901894767	1.01009177614876
1	45331181	45331335	MUTYH	1955.61	1484.81028027211	1492.65599528936	1107.572625	1.31707735727801	1.31015452064753	1.76567202534461
1	45331419	45331557	MUTYH	341.432	1484.81028027211	1492.65599528936	1107.572625	0.229949916522284	0.228741251217639	0.308270529889631
1	45331660	45331850	MUTYH	655.565	1484.81028027211	1492.65599528936	1107.572625	0.441514319176091	0.439193626708955	0.591893466128237
1	45332022	45332087	MUTYH	856.606	1484.81028027211	1492.65599528936	1107.572625	0.576912762109257	0.573880386842877	0.773408425474582
1	45332165	45332311	MUTYH	896.626	1484.81028027211	1492.65599528936	1107.572625	0.603865700495881	0.600691654895461	0.809541496206626
1	45332390	45332489	MUTYH	728.99	1484.81028027211	1492.65599528936	1107.572625	0.490965081320966	0.48838446520873	0.658187087280168
1	45332573	45332688	MUTYH	1138.95	1484.81028027211	1492.65599528936	1107.572625	0.767067695538367	0.76303582579937	1.02832985782761
1	45332762	45332835	MUTYH	1373.08	1484.81028027211	1492.65599528936	1107.572625	0.924751140427429	0.919890453214451	1.23972005898936
1	45332917	45332960	MUTYH	1086.16	1484.81028027211	1492.65599528936	1107.572625	0.731514331784497	0.727669338030856	0.980667069123345
1	45333096	45333171	MUTYH	1093.53	1484.81028027211	1492.65599528936	1107.572625	0.736477928883682	0.732606845415852	0.987321260310131
1	45333284	45333325	MUTYH	1808.9	1484.81028027211	1492.65599528936	1107.572625	1.21827012112854	1.21186663618989	1.63321118558704
1	45333412	45333604	MUTYH	1391.61	1484.81028027211	1492.65599528936	1107.572625	0.937230849280606	0.932304566083376	1.25645033886604
1	45334390	45334512	MUTYH	1138.94	1484.81028027211	1492.65599528936	1107.572625	0.767060960671204	0.76302912633209	1.0283208290743
1	45340218	45340255	MUTYH	1174.95	1484.81028027211	1492.65599528936	1107.572625	0.791313217325435	0.787153908005592	1.0608333697305
1	161314405	161314426	SDHC	913.636	1484.81028027211	1492.65599528936	1550.3955	0.61532170954027	0.612087448737902	0.589292216082929
1	161323613	161323671	SDHC	1388.56	1484.81028027211	1492.65599528936	1550.3955	0.935176714795868	0.930261228563126	0.895616634594205
1	161328395	161328498	SDHC	856.337	1484.81028027211	1492.65599528936	1550.3955	0.57673159418257	0.573700171173058	0.552334549474634
1	161340593	161340656	SDHC	1832.89	1484.81028027211	1492.65599528936	1550.3955	1.23442706745276	1.22793865819343	1.1822080236946
1	161356676	161356841	SDHC	2698.12	1484.81028027211	1492.65599528936	1550.3955	1.81714797900345	1.80759666561815	1.7402785289302
1	161362328	161362434	SDHC	1612.83	1484.81028027211	1492.65599528936	1550.3955	1.08621958066214	1.08051018124061	1.04027004722343
1	193122200	193122332	CDC73	1744.49	1484.81028027211	1492.65599528936	1629.83505882353	1.17489084173118	1.16871536744259	1.07034757324415
1	193125111	193125218	CDC73	1158.34	1484.81028027211	1492.65599528936	1629.83505882353	0.780126602967568	0.776026092854332	0.710709954193849
1	193130173	193130244	CDC73	1800.86	1484.81028027211	1492.65599528936	1629.83505882353	1.21285528792943	1.20648026449717	1.10493389515128
