CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
1	17018880	17018959	SDHB	1113.56	1146.19870625	1146.19870625	816.95225	0.971524390952435	0.971524390952435	1.36306620123759
1	17022607	17022731	SDHB	412.112	1146.19870625	1146.19870625	816.95225	0.359546732824625	0.359546732824625	0.504450535511714
1	17023972	17024075	SDHB	887.548	1146.19870625	1146.19870625	816.95225	0.774340430817425	0.774340430817425	1.08641355721831
1	17027748	17027866	SDHB	958.731	1146.19870625	1146.19870625	816.95225	0.836443973258934	0.836443973258934	1.17354594469873
1	17028599	17028737	SDHB	1195.24	1146.19870625	1146.19870625	816.95225	1.04278603132475	1.04278603132475	1.46304756489746
1	17033059	17033146	SDHB	852.886	1146.19870625	1146.19870625	816.95225	0.744099601011044	0.744099601011044	1.04398512887381
1	17044760	17044889	SDHB	655.5	1146.19870625	1146.19870625	816.95225	0.57189036807116	0.57189036807116	0.802372476481949
1	17053947	17054020	SDHB	460.041	1146.19870625	1146.19870625	816.95225	0.401362344497063	0.401362344497063	0.563118591080446
1	45329305	45329438	MUTYH	674.157	1146.19870625	1146.19870625	784.3916875	0.588167650446604	0.588167650446604	0.859464742861646
1	45330515	45330558	MUTYH	910.477	1146.19870625	1146.19870625	784.3916875	0.794344815637415	0.794344815637415	1.16074279535248
1	45331181	45331335	MUTYH	1473.88	1146.19870625	1146.19870625	784.3916875	1.28588524133138	1.28588524133138	1.87901022344784
1	45331419	45331557	MUTYH	220.288	1146.19870625	1146.19870625	784.3916875	0.192190061634874	0.192190061634874	0.280839284136346
1	45331660	45331850	MUTYH	459.634	1146.19870625	1146.19870625	784.3916875	0.401007257723905	0.401007257723905	0.58597510315916
1	45332022	45332087	MUTYH	622.697	1146.19870625	1146.19870625	784.3916875	0.543271421093527	0.543271421093527	0.793859764099043
1	45332165	45332311	MUTYH	631.469	1146.19870625	1146.19870625	784.3916875	0.550924544371514	0.550924544371514	0.805042952472645
1	45332390	45332489	MUTYH	480.89	1146.19870625	1146.19870625	784.3916875	0.419552035242929	0.419552035242929	0.613073809505407
1	45332573	45332688	MUTYH	823.5	1146.19870625	1146.19870625	784.3916875	0.718461812519604	0.718461812519604	1.04985814246024
1	45332762	45332835	MUTYH	989.824	1146.19870625	1146.19870625	784.3916875	0.86357103231986	0.86357103231986	1.26190016515187
1	45332917	45332960	MUTYH	654.045	1146.19870625	1146.19870625	784.3916875	0.570620954668348	0.570620954668348	0.83382449154269
1	45333096	45333171	MUTYH	740.618	1146.19870625	1146.19870625	784.3916875	0.646151488360223	0.646151488360223	0.944194095631591
1	45333284	45333325	MUTYH	1252.48	1146.19870625	1146.19870625	784.3916875	1.09272501632611	1.09272501632611	1.59675328022902
