CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
1	17018880	17018959	SDHB	975.25	1137.64176953125	1137.64176953125	862.401375	0.857255795382618	0.857255795382618	1.13085394837178
1	17022607	17022731	SDHB	448.016	1137.64176953125	1137.64176953125	862.401375	0.393811138091914	0.393811138091914	0.519498244074576
1	17023972	17024075	SDHB	1038.65	1137.64176953125	1137.64176953125	862.401375	0.912985113431588	0.912985113431588	1.20436960110366
1	17027748	17027866	SDHB	985.924	1137.64176953125	1137.64176953125	862.401375	0.86663836227307	0.86663836227307	1.14323101583645
1	17028599	17028737	SDHB	1413.42	1137.64176953125	1137.64176953125	862.401375	1.24241218796175	1.24241218796175	1.63893523476815
1	17033059	17033146	SDHB	794.636	1137.64176953125	1137.64176953125	862.401375	0.698494043803806	0.698494043803806	0.921422464104953
1	17044760	17044889	SDHB	649.531	1137.64176953125	1137.64176953125	862.401375	0.570945105389046	0.570945105389046	0.753165543132396
1	17053947	17054020	SDHB	593.784	1137.64176953125	1137.64176953125	862.401375	0.521942861015608	0.521942861015608	0.688523948608036
1	45329305	45329438	MUTYH	665.06	1137.64176953125	1137.64176953125	1002.989875	0.584595272265741	0.584595272265741	0.66307748121585
1	45330515	45330558	MUTYH	791.023	1137.64176953125	1137.64176953125	1002.989875	0.695318175884075	0.695318175884075	0.78866499026224
1	45331181	45331335	MUTYH	1728.37	1137.64176953125	1137.64176953125	1002.989875	1.51925680498893	1.51925680498893	1.72321779419757
1	45331419	45331557	MUTYH	434.489	1137.64176953125	1137.64176953125	1002.989875	0.381920751889257	0.381920751889257	0.433193804673252
1	45331660	45331850	MUTYH	567.796	1137.64176953125	1137.64176953125	1002.989875	0.499099114683485	0.499099114683485	0.566103421532545
1	45332022	45332087	MUTYH	771.212	1137.64176953125	1137.64176953125	1002.989875	0.677904082510761	0.677904082510761	0.768913046106273
1	45332165	45332311	MUTYH	914.102	1137.64176953125	1137.64176953125	1002.989875	0.803506010839109	0.803506010839109	0.911377096403889
1	45332390	45332489	MUTYH	712.38	1137.64176953125	1137.64176953125	1002.989875	0.626190088197559	0.626190088197559	0.710256422080033
1	45332573	45332688	MUTYH	1164.25	1137.64176953125	1137.64176953125	1002.989875	1.0233889359387	1.0233889359387	1.16077941464763
1	45332762	45332835	MUTYH	1451.97	1137.64176953125	1137.64176953125	1002.989875	1.27629807456724	1.27629807456724	1.44764173217601
1	45332917	45332960	MUTYH	1060.41	1137.64176953125	1137.64176953125	1002.989875	0.932112399878679	0.932112399878679	1.05724895777238
1	45333096	45333171	MUTYH	1003.87	1137.64176953125	1137.64176953125	1002.989875	0.882413099523966	0.882413099523966	1.00087750138056
1	45333284	45333325	MUTYH	1614.43	1137.64176953125	1137.64176953125	1002.989875	1.41910225453941	1.41910225453941	1.60961744504151
1	45333412	45333604	MUTYH	1215.54	1137.64176953125	1137.64176953125	1002.989875	1.06847342683352	1.06847342683352	1.2119165210915
1	45334390	45334512	MUTYH	1159.91	1137.64176953125	1137.64176953125	1002.989875	1.01957402678519	1.01957402678519	1.15645235202399
1	45340218	45340255	MUTYH	793.026	1137.64176953125	1137.64176953125	1002.989875	0.697078835569439	0.697078835569439	0.790662019394762
2	47369505	47369582	EPCAM	161.987	1137.64176953125	1137.64176953125	729.487222222222	0.142388407615118	0.142388407615118	0.222055979961571
2	47373462	47373571	EPCAM	879.427	1137.64176953125	1137.64176953125	729.487222222222	0.773026293120686	0.773026293120686	1.205541335352
2	47373807	47374049	EPCAM	649.786	1137.64176953125	1137.64176953125	729.487222222222	0.571169253277098	0.571169253277098	0.890743497906063
2	47375233	47375300	EPCAM	1033.01	1137.64176953125	1137.64176953125	729.487222222222	0.908027489554676	0.908027489554676	1.41607689419585
2	47377013	47377078	EPCAM	1016.7	1137.64176953125	1137.64176953125	729.487222222222	0.893690814832614	0.893690814832614	1.39371872327365
2	47378952	47379055	EPCAM	622.817	1137.64176953125	1137.64176953125	729.487222222222	0.547463196834469	0.547463196834469	0.853773693393457
2	47379768	47379970	EPCAM	660.473	1137.64176953125	1137.64176953125	729.487222222222	0.580563247314784	0.580563247314784	0.905393514622524
2	47385165	47385211	EPCAM	1089.89	1137.64176953125	1137.64176953125	729.487222222222	0.958025653760124	0.958025653760124	1.49404947310782
2	47386571	47386614	EPCAM	451.295	1137.64176953125	1137.64176953125	729.487222222222	0.396693416228863	0.396693416228863	0.61864688818706
2	47403191	47403403	MSH2	849.404	1137.64176953125	1137.64176953125	1180.592125	0.746635736089389	0.746635736089389	0.719472866211097
2	47408400	47408556	MSH2	1301.92	1137.64176953125	1137.64176953125	1180.592125	1.14440242514692	1.14440242514692	1.10276866364834
2	47410093	47410373	MSH2	787.669	1137.64176953125	1137.64176953125	1180.592125	0.692369971897699	0.692369971897699	0.667181309548376
2	47412413	47412561	MSH2	1248.94	1137.64176953125	1137.64176953125	1180.592125	1.09783240511168	1.09783240511168	1.05789287727123
2	47414268	47414419	MSH2	970.079	1137.64176953125	1137.64176953125	1180.592125	0.852710427817456	0.852710427817456	0.821688523460209
2	47416295	47416430	MSH2	1529.4	1137.64176953125	1137.64176953125	1180.592125	1.34435992151569	1.34435992151569	1.29545163618638
2	47429741	47429942	MSH2	1279.09	1137.64176953125	1137.64176953125	1180.592125	1.12433459658134	1.12433459658134	1.08343090972253
2	47445547	47445658	MSH2	1602.21	1137.64176953125	1137.64176953125	1180.592125	1.40836073613943	1.40836073613943	1.35712407873295
2	47463030	47463155	MSH2	1134.34	1137.64176953125	1137.64176953125	1180.592125	0.997097707187202	0.997097707187202	0.960822942978719
2	47466657	47466809	MSH2	1253.17	1137.64176953125	1137.64176953125	1180.592125	1.10155062301936	1.10155062301936	1.06147582510768
