10:1:1	0.5428	0	1	0	0	0.2541	0.2887	2e-06	0
0:1:1	0.7586	0	2	0	1	0.1922	0.5656	7e-06	0.000727
15:2:2	0.5899	0	2	0	0	0.153	0.4369	4e-06	2e-06
15:6:6	0.5826	0	2	0	2	0.1633	0.4178	6e-06	0.001469
15:6:8	0.658	1	0	0	0	0.1622	0.1713	4e-06	0.3244
15:42:43	0.6001	1	0	0	0	0.1095	0.2453	6e-06	0.2452
15:45:47	0.6318	1	0	0	0	0.1065	0.3318	4e-06	0.1935
15:45:103	0.6603	1	0	0	0	0.07318	0.5871	3e-06	0
15:83:83	0.5375	0	2	0	0	0.08024	0.4571	0.08758	2e-06
15:45:94	0.9322	1	0	0	0	0.07345	0.623	4e-06	0.2357
15:68:68	0.9042	1	3	1	0	0.02275	0.1917	1.3e-05	0.6898
15:158:188	0.5479	1	0	0	0	0.1758	0.372	5e-06	1e-06
15:158:181	0.6369	1	0	0	0	0.1787	0.4581	6e-06	1e-06
15:158:190	0.5517	1	0	0	0	0.1769	0.3747	5e-06	0
15:156:157	1.547	1	0	1	0	0.05849	0.07553	7e-06	1.413
15:210:211	0.5351	1	0	0	0	0.1261	0.1418	4e-06	0.2671
15:194:194	1.032	1	1	0	0	0.2539	0.7776	9e-06	1e-06
15:194:195	1.02	1	0	0	0	0.2596	0.2575	5e-06	0.5032
15:225:225	0.5031	1	0	0	0	0.1698	0.3333	4e-06	1e-06
15:39:64	2.78	1	0	1	0	0.3301	0.4205	5e-06	2.029
15:225:228	0.5502	0	0	0	0	0.5502	0	0	0
15:228:229	0.6821	0	0	0	0	0.6821	0	0	0
15:229:229	0.6841	0	1	0	0	0.2942	0.3898	2e-06	1e-06
15:204:208	1.156	2	0	1	0	0.087	0.5151	1.1e-05	0.5535
15:233:234	0.6991	0	0	0	0	0.6991	0	0	0
15:234:234	0.6886	0	1	0	0	0.334	0.3546	2e-06	0
15:228:230	1.155	1	0	0	0	0.5546	0.5998	4e-06	0
15:236:238	0.711	1	0	0	0	0.1807	0.2105	4e-06	0.3197
15:250:251	0.744	1	0	0	0	0.2031	0.1936	3e-06	0.3473
15:260:261	0.6249	1	0	0	0	0.2682	0.3566	4e-06	1e-06
15:261:261	0.567	0	3	0	0	0.1254	0.4415	0.02874	2e-06
15:233:233	1.489	1	1	0	0	0.3627	1.126	7e-06	1e-06
15:261:271	0.8305	1	0	0	0	0.2394	0.2628	4e-06	0.3283
23:0:1	0.6677	1	0	0	0	0.1628	0.1708	4e-06	0.3341
21:0:1	0.8947	1	0	1	0	0.04536	0.0538	3e-06	0.7955
26:0:2	0.7692	1	0	0	0	0.1794	0.1838	4e-06	0.4059
29:6:9	0.512	0	0	0	0	0.512	0	0	0
29:19:32	0.7687	0	0	0	0	0.7687	0	0	0
15:233:235	2.635	1	0	0	0	0.6482	0.6578	5e-06	1.329
29:27:27	0.5046	0	1	0	0	0.2294	0.2751	2e-06	1e-06
29:23:25	0.6288	1	0	0	0	0.2938	0.335	4e-06	0
29:25:25	0.5932	1	1	0	0	0.1406	0.4526	7e-06	1e-06
15:225:226	3.455	1	0	1	0	0.3249	0.3154	4e-06	2.814
29:25:26	1.109	1	0	0	0	0.2791	0.2947	4e-06	0.5356
29:40:41	0.599	1	0	0	0	0.1721	0.1825	4e-06	0.2442
29:43:43	0.6038	0	1	0	0	0.3078	0.2961	2e-06	1e-06
29:39:40	0.6766	1	0	0	0	0.1748	0.213	4e-06	0.2888
29:37:38	0.778	1	0	0	0	0.3741	0.4039	4e-06	1e-06
29:32:58	0.9856	0	0	0	0	0.9856	0	0	0
29:58:59	0.5686	0	0	0	0	0.5686	0	0	0
29:64:66	0.5354	1	0	0	0	0.2392	0.2962	6e-06	1e-06
29:61:62	0.9594	1	0	0	0	0.4674	0.492	5e-06	1e-06
29:62:62	0.9792	0	1	0	1	0.47	0.5084	2e-06	0.000767
23:1:2	3.757	1	0	1	0	0.3468	0.3755	6e-06	3.035
29:64:65	1.268	1	0	0	0	0.3217	0.3705	7e-06	0.5753
29:32:32	2.533	1	1	0	0	0.6139	1.919	8e-06	2e-06
29:47:69	1.77	1	0	0	0	0.4087	0.5996	3e-06	0.7611
29:45:47	2.168	1	0	0	0	0.5652	0.6791	4e-06	0.9239
29:59:63	2.285	1	0	1	0	0.1988	0.2223	4e-06	1.864
29:71:72	1.139	1	0	0	0	0.2864	0.3008	3e-06	0.5518
29:76:76	1.07	0	1	0	0	0.5357	0.5345	2e-06	0
30:0:1	0.5084	1	0	0	0	0.2409	0.2676	4e-06	1e-06
29:112:115	0.9898	1	0	0	0	0.2539	0.2733	4e-06	0.4625
33:0:1	0.948	1	0	0	0	0.2387	0.2477	4e-06	0.4616
29:32:62	4.098	1	0	0	0	1.08	1.049	5e-06	1.969
38:0:1	0.6807	1	0	0	0	0.1836	0.2136	5e-06	0.2834
39:0:1	0.685	1	0	0	0	0.1693	0.1901	4e-06	0.3256
29:47:74	3.419	1	0	1	0	0.4473	0.6133	6e-06	2.358
29:75:76	2.148	1	0	0	0	0.5374	0.5566	4e-06	1.054
44:1:1	0.6069	0	1	0	1	0.2054	0.4008	2e-06	0.000383
59:0:1	0.5974	1	0	1	0	0.01687	0.02822	4e-06	0.5523
90:0:1	0.5871	1	0	1	0	0.03861	0.05059	3e-06	0.4979
95:0:0	0.7467	0	1	0	1	0.05787	0.07883	0.000648	0.61
29:116:116	3.102	1	2	1	0	0.147	0.6983	8e-06	2.256
85:0:1	1.33	1	0	1	0	0.03771	0.07074	4e-06	1.222
85:1:1	1.333	1	0	1	0	0.03322	0.07225	3e-06	1.228
98:0:1	0.8289	1	0	1	0	0.1405	0.1515	4e-06	0.5368
98:0:2	0.8487	1	0	1	0	0.1472	0.159	3e-06	0.5425
110:0:0	0.5295	1	0	0	0	0.1725	0.357	6e-06	1e-06
110:1:1	0.5359	1	0	1	0	0.1742	0.3603	5e-06	0.001435
117:0:0	0.5113	0	1	0	1	0.0322	0.4781	0.007607	0.000712
118:0:0	0.5063	1	0	0	0	0.02783	0.4783	4e-06	0
78:0:1	2.188	1	0	1	0	0.206	0.2247	4e-06	1.758
114:0:1	0.8528	1	0	0	0	0.2138	0.2234	3e-06	0.4155
125:0:1	0.5805	1	0	0	0	0.2852	0.2953	4e-06	1e-06
115:0:1	1.094	1	0	1	0	0.07493	0.0883	4e-06	0.9309
47:0:1	3.668	1	0	1	0	0.5056	0.5515	4e-06	2.611
142:2:4	0.9529	1	0	0	0	0.2329	0.2737	5e-06	0.4462
132:0:1	1.34	1	0	1	0	0.1741	0.1951	4e-06	0.9713
142:5:7	1.03	1	0	0	0	0.257	0.2737	4e-06	0.4997
149:1:10	0.7254	1	0	0	0	0.1644	0.2751	4e-06	0.2857
149:7:7	0.8513	0	1	0	0	0.4168	0.4346	2e-06	0
161:0:1	0.5397	1	0	0	0	0.1379	0.1569	4e-06	0.2449
167:1:2	0.6036	1	0	0	0	0.2353	0.368	3e-06	1e-06
167:1:5	0.602	1	0	0	0	0.2347	0.3672	4e-06	1e-06
167:1:15	0.6205	1	0	0	0	0.2351	0.3852	4e-06	1e-06
167:1:16	0.6343	1	0	0	0	0.2348	0.3993	4e-06	1e-06
167:1:17	0.6313	1	0	0	0	0.2359	0.3953	5e-06	0
162:0:1	1.192	1	0	0	0	0.3014	0.319	6e-06	0.5713
149:1:7	2.188	1	0	0	0	0.5739	0.5771	4e-06	1.037
167:1:8	1.277	1	0	0	0	0.2891	0.4478	4e-06	0.5396
162:1:3	1.637	1	0	1	0	0.1672	0.1775	3e-06	1.293
193:0:0	0.5162	0	1	0	0	0.2556	0.2605	2e-06	0
184:0:1	0.7069	1	0	0	0	0.2697	0.4372	4e-06	1e-06
193:2:2	0.5154	0	1	0	0	0.2117	0.3037	0.04864	0
204:1:1	0.5006	0	1	0	0	0.2367	0.2638	4e-06	1e-06
