98:10:11	5.876	1	0	1	0	0.7531	0.7508	4e-06	4.373
878:1:1	4.619	1	0	1	0	0.3744	0.7396	4e-06	3.505
1289:0:2	4.427	1	0	1	0	0.5447	0.5729	4e-06	3.309
19:0:1	4.355	1	0	1	0	0.2334	0.3686	4e-06	3.752
1289:3:3	4.04	2	2	1	0	0.5722	3.467	1.3e-05	0.000579
579:0:1	4.016	1	0	1	0	0.41	0.4472	4e-06	3.158
98:98:99	3.508	1	0	1	0	0.4387	0.4759	6e-06	2.594
380:0:1	3.434	1	0	1	0	0.1804	0.1963	4e-06	3.057
1044:0:1	3.427	1	0	1	0	0.3728	0.3919	4e-06	2.663
1289:0:3	3.281	1	0	0	0	0.8374	0.8549	5e-06	1.589
127:0:1	3.18	1	0	1	0	0.3937	0.4148	4e-06	2.371
867:0:1	3.108	1	0	0	0	0.7736	0.7956	5e-06	1.539
1406:0:0	3.04	0	1	0	1	0.2787	0.5248	0.0223	2.236
1109:1:1	3.022	1	1	0	1	0.1408	0.4846	7e-06	2.396
368:1:2	2.945	1	0	1	0	0.103	0.1254	3e-06	2.717
274:0:2	2.94	1	0	1	0	0.144	0.1719	4e-06	2.624
98:51:51	2.874	1	0	1	0	0.216	0.4439	4e-06	2.214
98:9:10	2.768	1	0	1	0	0.3066	0.3695	4e-06	2.092
98:99:100	2.678	1	0	0	0	0.6709	0.6815	5e-06	1.325
878:0:1	2.67	1	0	0	0	0.6784	0.6914	5e-06	1.3
1313:0:0	2.604	1	2	0	1	0.5048	2.098	8e-06	0.000374
260:0:1	2.481	1	0	1	0	0.3166	0.3334	4e-06	1.831
1578:0:0	2.402	1	0	1	0	0.1672	0.3343	4e-06	1.901
1670:0:1	2.385	1	0	1	0	0.1764	0.1875	3e-06	2.021
872:0:0	2.335	0	1	0	1	0.1886	1.021	0.000337	1.125
1447:0:1	2.319	1	0	0	0	0.6649	0.6809	4e-06	0.9735
1377:0:1	2.314	1	0	1	0	0.2008	0.2686	4e-06	1.845
1267:0:1	2.294	1	0	1	0	0.1899	0.1984	4e-06	1.906
208:0:1	2.29	1	0	0	0	0.5135	0.7571	5e-06	1.02
873:0:0	2.279	0	1	0	1	0.1817	0.982	0.000337	1.115
1185:0:1	2.221	1	0	1	0	0.3849	0.3992	4e-06	1.437
1390:0:0	2.186	1	1	1	0	0.1344	0.3866	8e-06	1.665
1379:1:2	2.127	1	0	0	0	0.5343	0.5464	5e-06	1.046
67:97:106	2.118	1	0	0	0	0.4583	0.6111	4e-06	1.048
98:43:45	2.072	1	0	1	0	0.113	0.1454	4e-06	1.814
753:1:3	2.069	1	0	1	0	0.1939	0.2133	4e-06	1.661
1805:0:1	2.054	1	0	1	0	0.1998	0.2284	4e-06	1.626
882:0:1	2.005	1	0	1	0	0.3276	0.3369	4e-06	1.34
1190:0:1	1.996	1	0	1	0	0.2644	0.264	4e-06	1.468
1593:0:1	1.925	1	0	0	0	0.9324	0.993	4e-06	0
388:0:1	1.905	1	0	1	0	0.1011	0.1138	3e-06	1.69
359:0:1	1.868	1	0	1	0	0.2274	0.2455	4e-06	1.395
949:0:1	1.863	1	0	0	0	0.476	0.4838	4e-06	0.9035
99:0:1	1.851	1	0	1	0	0.1567	0.1849	4e-06	1.509
98:43:44	1.837	1	0	1	0	0.2239	0.2437	4e-06	1.369
357:0:0	1.829	1	0	1	0	0.2039	0.4168	4e-06	1.208
1379:0:1	1.824	1	0	0	0	0.5094	0.5585	5e-06	0.7562
76:1:6	1.787	1	0	0	0	0.3832	0.5707	6e-06	0.8327
687:0:1	1.775	1	0	1	0	0.06458	0.08281	3e-06	1.627
274:2:3	1.766	1	0	1	0	0.1172	0.1441	3e-06	1.505
1249:0:1	1.743	1	0	1	0	0.2204	0.2302	3e-06	1.293
126:0:1	1.683	1	0	1	0	0.3321	0.343	4e-06	1.008
1034:0:1	1.646	1	0	1	0	0.1898	0.1359	4e-06	1.32
