CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
1	17018880	17018959	SDHB	1733.08	1654.137828125	1654.137828125	1249.56125	1.04772405934545	1.04772405934545	1.38695081973773
1	17022607	17022731	SDHB	597.992	1654.137828125	1654.137828125	1249.56125	0.361512801311023	0.361512801311023	0.478561575112865
1	17023972	17024075	SDHB	1438.71	1654.137828125	1654.137828125	1249.56125	0.869764281753237	0.869764281753237	1.1513721316182
1	17027748	17027866	SDHB	1566.99	1654.137828125	1654.137828125	1249.56125	0.947315255933791	0.947315255933791	1.25403216529002
1	17028599	17028737	SDHB	1755.68	1654.137828125	1654.137828125	1249.56125	1.06138676605329	1.06138676605329	1.40503716804598
1	17033059	17033146	SDHB	1210.8	1654.137828125	1654.137828125	1249.56125	0.731982534594754	0.731982534594754	0.968980112019319
1	17044760	17044889	SDHB	975.008	1654.137828125	1654.137828125	1249.56125	0.58943576733578	0.58943576733578	0.780280278377711
1	17053947	17054020	SDHB	718.23	1654.137828125	1654.137828125	1249.56125	0.43420202826395	0.43420202826395	0.574785749798179
1	45329305	45329438	MUTYH	928.321	1654.137828125	1654.137828125	1164.3748125	0.561211396182307	0.561211396182307	0.797269908309701
1	45330515	45330558	MUTYH	1300.98	1654.137828125	1654.137828125	1164.3748125	0.786500361626266	0.786500361626266	1.11732063080848
1	45331181	45331335	MUTYH	2177.35	1654.137828125	1654.137828125	1164.3748125	1.31630506417236	1.31630506417236	1.8699734626903
1	45331419	45331557	MUTYH	342.511	1654.137828125	1654.137828125	1164.3748125	0.207063156513531	0.207063156513531	0.294158716182295
1	45331660	45331850	MUTYH	718.162	1654.137828125	1654.137828125	1164.3748125	0.434160919234917	0.434160919234917	0.616779057989113
1	45332022	45332087	MUTYH	921.015	1654.137828125	1654.137828125	1164.3748125	0.556794593739501	0.556794593739501	0.790995296456569
1	45332165	45332311	MUTYH	962.068	1654.137828125	1654.137828125	1164.3748125	0.58161296092873	0.58161296092873	0.826252843733684
1	45332390	45332489	MUTYH	691	1654.137828125	1654.137828125	1164.3748125	0.417740280314647	0.417740280314647	0.593451518000781
1	45332573	45332688	MUTYH	1265.72	1654.137828125	1654.137828125	1164.3748125	0.765184120983872	0.765184120983872	1.08703828562077
1	45332762	45332835	MUTYH	1495.91	1654.137828125	1654.137828125	1164.3748125	0.90434422970403	0.90434422970403	1.28473235932351
1	45332917	45332960	MUTYH	1101.82	1654.137828125	1654.137828125	1164.3748125	0.66609927012487	0.66609927012487	0.946276051466889
1	45333096	45333171	MUTYH	1011.64	1654.137828125	1654.137828125	1164.3748125	0.611581443093357	0.611581443093357	0.868826763632866
1	45333284	45333325	MUTYH	1879.79	1654.137828125	1654.137828125	1164.3748125	1.13641678948288	1.13641678948288	1.61442001305744
1	45333412	45333604	MUTYH	1448.34	1654.137828125	1654.137828125	1164.3748125	0.87558604571768	0.87558604571768	1.24387781704957
