CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
1	17018880	17018959	SDHB	1078.85	1218.10848828125	1218.10848828125	899.411	0.885676448673513	0.885676448673513	1.19950723306697
1	17022607	17022731	SDHB	435.416	1218.10848828125	1218.10848828125	899.411	0.357452562057401	0.357452562057401	0.484112380213273
1	17023972	17024075	SDHB	1155.91	1218.10848828125	1218.10848828125	899.411	0.94893846576095	0.94893846576095	1.28518552697265
1	17027748	17027866	SDHB	1056.87	1218.10848828125	1218.10848828125	899.411	0.867632078889165	0.867632078889165	1.17506901739027
1	17028599	17028737	SDHB	1362.13	1218.10848828125	1218.10848828125	899.411	1.11823373131729	1.11823373131729	1.51446891354453
1	17033059	17033146	SDHB	822.716	1218.10848828125	1218.10848828125	899.411	0.67540453737487	0.67540453737487	0.91472752723727
1	17044760	17044889	SDHB	668.315	1218.10848828125	1218.10848828125	899.411	0.548649817671817	0.548649817671817	0.743058512737781
1	17053947	17054020	SDHB	615.081	1218.10848828125	1218.10848828125	899.411	0.504947634728232	0.504947634728232	0.68387088883725
1	45329305	45329438	MUTYH	787.493	1218.10848828125	1218.10848828125	1014.6906875	0.646488393748205	0.646488393748205	0.776091679662725
1	45330515	45330558	MUTYH	882.932	1218.10848828125	1218.10848828125	1014.6906875	0.724838557890534	0.724838557890534	0.87014891422269
1	45331181	45331335	MUTYH	1798.46	1218.10848828125	1218.10848828125	1014.6906875	1.47643663704998	1.47643663704998	1.77242190369467
1	45331419	45331557	MUTYH	438.108	1218.10848828125	1218.10848828125	1014.6906875	0.359662545836266	0.359662545836266	0.431765074221202
1	45331660	45331850	MUTYH	592.775	1218.10848828125	1218.10848828125	1014.6906875	0.486635636893398	0.486635636893398	0.584192806046621
1	45332022	45332087	MUTYH	817.848	1218.10848828125	1218.10848828125	1014.6906875	0.671408177406253	0.671408177406253	0.806007200100572
1	45332165	45332311	MUTYH	828.02	1218.10848828125	1218.10848828125	1014.6906875	0.67975882933739	0.67975882933739	0.816031929927414
1	45332390	45332489	MUTYH	696.45	1218.10848828125	1218.10848828125	1014.6906875	0.571747103562746	0.571747103562746	0.686366799833274
1	45332573	45332688	MUTYH	1170.27	1218.10848828125	1218.10848828125	1014.6906875	0.960727235101407	0.960727235101407	1.15332683586889
1	45332762	45332835	MUTYH	1520.26	1218.10848828125	1218.10848828125	1014.6906875	1.24804975470213	1.24804975470213	1.49824968212296
1	45332917	45332960	MUTYH	1089.8	1218.10848828125	1218.10848828125	1014.6906875	0.894665795768082	0.894665795768082	1.07402188018997
1	45333096	45333171	MUTYH	879.289	1218.10848828125	1218.10848828125	1014.6906875	0.721847855473592	0.721847855473592	0.866558657561347
1	45333284	45333325	MUTYH	1574.83	1218.10848828125	1218.10848828125	1014.6906875	1.29284872008575	1.29284872008575	1.55202961789279
1	45333412	45333604	MUTYH	1211.82	1218.10848828125	1218.10848828125	1014.6906875	0.994837497364357	0.994837497364357	1.19427527514388
1	45334390	45334512	MUTYH	1114.67	1218.10848828125	1218.10848828125	1014.6906875	0.915082696429444	0.915082696429444	1.09853181243471
