CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
1	17018880	17018959	SDHB	1082.2	1146.67267863946	1151.74521911171	875.24725	0.94377412156017	0.939617531761628	1.23645061438354
1	17022607	17022731	SDHB	457.952	1146.67267863946	1151.74521911171	875.24725	0.399374650264945	0.397615716046296	0.523225865605405
1	17023972	17024075	SDHB	1086.15	1146.67267863946	1151.74521911171	875.24725	0.947218870941212	0.943047109705131	1.24096362485001
1	17027748	17027866	SDHB	1058.13	1146.67267863946	1151.74521911171	875.24725	0.922782952547092	0.918718812495779	1.20894981389545
1	17028599	17028737	SDHB	1285.23	1146.67267863946	1151.74521911171	875.24725	1.12083423974568	1.11589783805766	1.46841935236015
1	17033059	17033146	SDHB	807.136	1146.67267863946	1151.74521911171	875.24725	0.703893983902781	0.700793879242241	0.922180560978626
1	17044760	17044889	SDHB	647.423	1146.67267863946	1151.74521911171	875.24725	0.564610121144752	0.562123453396515	0.73970298107192
1	17053947	17054020	SDHB	577.757	1146.67267863946	1151.74521911171	875.24725	0.503855207124597	0.501636117444098	0.660107186854914
1	45329305	45329438	MUTYH	697.746	1146.67267863946	1151.74521911171	938.8944375	0.608496228259215	0.605816276396737	0.743157028236202
1	45330515	45330558	MUTYH	883.909	1146.67267863946	1151.74521911171	938.8944375	0.770846830543456	0.767451850750221	0.941435974797753
1	45331181	45331335	MUTYH	1720.1	1146.67267863946	1151.74521911171	938.8944375	1.50007934438703	1.49347266344777	1.83204834462554
1	45331419	45331557	MUTYH	368.23	1146.67267863946	1151.74521911171	938.8944375	0.321129130273611	0.319714806616692	0.392195315354608
1	45331660	45331850	MUTYH	609.141	1146.67267863946	1151.74521911171	938.8944375	0.531224831067532	0.528885199514701	0.648785396601096
1	45332022	45332087	MUTYH	734.803	1146.67267863946	1151.74521911171	938.8944375	0.640813209984086	0.637990926992275	0.782625789068007
1	45332165	45332311	MUTYH	788.612	1146.67267863946	1151.74521911171	938.8944375	0.687739417438375	0.684710461058585	0.839936811320176
1	45332390	45332489	MUTYH	693.68	1146.67267863946	1151.74521911171	938.8944375	0.60495031661787	0.602285981733881	0.738826402941598
1	45332573	45332688	MUTYH	1038.64	1146.67267863946	1151.74521911171	938.8944375	0.90578594863912	0.901796667149231	1.10623724938194
