CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
1	17018880	17018959	SDHB	881.975	941.580520340135	946.485352557199	700.810875	0.936696311093391	0.931842207190099	1.25850644084255
1	17022607	17022731	SDHB	363.008	941.580520340135	946.485352557199	700.810875	0.385530490657206	0.383532612543058	0.517982829533003
1	17023972	17024075	SDHB	907.923	941.580520340135	946.485352557199	700.810875	0.964254230399779	0.959257317133316	1.29553212198655
1	17027748	17027866	SDHB	868.227	941.580520340135	946.485352557199	700.810875	0.922095329336638	0.917316889959509	1.23888916535435
1	17028599	17028737	SDHB	993.863	941.580520340135	946.485352557199	700.810875	1.0555262970404	1.0500563979303	1.41816149756523
1	17033059	17033146	SDHB	639.068	941.580520340135	946.485352557199	700.810875	0.67871837425985	0.675201151579764	0.911897949642976
1	17044760	17044889	SDHB	453.815	941.580520340135	946.485352557199	700.810875	0.481971525744887	0.479473875400068	0.647557017433555
1	17053947	17054020	SDHB	498.608	941.580520340135	946.485352557199	700.810875	0.529543665389216	0.526799488922748	0.711472977641792
1	45329305	45329438	MUTYH	521.694	941.580520340135	946.485352557199	710.502125	0.554062014591746	0.551190780280429	0.734260998867526
1	45330515	45330558	MUTYH	658.432	941.580520340135	946.485352557199	710.502125	0.69928379546568	0.695659999619707	0.926713625240741
1	45331181	45331335	MUTYH	1369.83	941.580520340135	946.485352557199	710.502125	1.45481981668988	1.44728071733917	1.92797452928096
1	45331419	45331557	MUTYH	274.942	941.580520340135	946.485352557199	710.502125	0.292000518341947	0.290487326884844	0.386968582254416
1	45331660	45331850	MUTYH	439.408	941.580520340135	946.485352557199	710.502125	0.466670656951642	0.464252298054919	0.618447129908303
1	45332022	45332087	MUTYH	479.045	941.580520340135	946.485352557199	710.502125	0.508766897415157	0.506130389345935	0.674234436666885
1	45332165	45332311	MUTYH	579.374	941.580520340135	946.485352557199	710.502125	0.615320716055923	0.612132029761112	0.815443022074002
1	45332390	45332489	MUTYH	513.94	941.580520340135	946.485352557199	710.502125	0.545826924939298	0.542998366125207	0.723347590269347
1	45332573	45332688	MUTYH	793.259	941.580520340135	946.485352557199	710.502125	0.842476010138192	0.838110170280803	1.11647660448588
1	45332762	45332835	MUTYH	1022.7	941.580520340135	946.485352557199	710.502125	1.08615246164031	1.08052385304948	1.43940456194976
1	45332917	45332960	MUTYH	671.614	941.580520340135	946.485352557199	710.502125	0.713283660283655	0.709587314991662	0.945266701348712
1	45333096	45333171	MUTYH	541.053	941.580520340135	946.485352557199	710.502125	0.57462212557727	0.571644345618441	0.761507926524499
1	45333284	45333325	MUTYH	1121.07	941.580520340135	946.485352557199	710.502125	1.1906257359647	1.18445573084793	1.57785594237315
1	45333412	45333604	MUTYH	852.472	941.580520340135	946.485352557199	710.502125	0.905362825148564	0.900671096173654	1.19981625670718
1	45334390	45334512	MUTYH	830.122	941.580520340135	946.485352557199	710.502125	0.881626140375258	0.877057418540276	1.16835963017
1	45340218	45340255	MUTYH	699.079	941.580520340135	946.485352557199	710.502125	0.742452700431255	0.738605196700867	0.983922461878633
1	161314405	161314426	SDHC	683.273	941.580520340135	946.485352557199	974.981333333333	0.725666031996048	0.721905519355311	0.700806237657884
1	161323613	161323671	SDHC	818.39	941.580520340135	946.485352557199	974.981333333333	0.869166239446379	0.864662086728428	0.839390429355229
1	161328395	161328498	SDHC	622.221	941.580520340135	946.485352557199	974.981333333333	0.660826117956678	0.65740161569209	0.638187602907953
1	161340593	161340656	SDHC	1062.78	941.580520340135	946.485352557199	974.981333333333	1.12871918762304	1.12286999173162	1.09005163859547
1	161356676	161356841	SDHC	1712.85	941.580520340135	946.485352557199	974.981333333333	1.81912217064692	1.80969520064124	1.75680286528563
1	161362328	161362434	SDHC	950.374	941.580520340135	946.485352557199	974.981333333333	1.0093390628522	1.00410851307133	0.974761226197835
1	193122200	193122332	CDC73	965.752	941.580520340135	946.485352557199	1032.22376470588	1.02567117642911	1.02035599113155	0.935603338172685
1	193125111	193125218	CDC73	767.676	941.580520340135	946.485352557199	1032.22376470588	0.815305736914232	0.811080697578578	0.743710836979944
1	193130173	193130244	CDC73	1063.56	941.580520340135	946.485352557199	1032.22376470588	1.12954758199097	1.12369409323292	1.03035798667457
1	193135390	193135454	CDC73	1189.83	941.580520340135	946.485352557199	1032.22376470588	1.26365188562969	1.25710344780861	1.15268611388639
1	193135536	193135590	CDC73	1371.58	941.580520340135	946.485352557199	1032.22376470588	1.45667839379741	1.44912966301516	1.32876227703478
